
"Saturday, 26 September 2026 [performance over the past 7 days]"
Rank,Artist,Title
54,"Rafael","Gotta Be Cool (Extended)"
55,"TLC","No Scrubs"
56,"Eyal Golan","בודד בעיר הגדולה"
57,"Rotem Shafran","לחפש אותי באחרים"
58,"Chris Isaak","Wicked Game"
59,"Eden Golan & ShrekDiMC","סטארבקס"
60,"P!nk","Just Give Me a Reason (feat. Nate Ruess)"
61,"Mor","לא קונה אותי"
62,"Infrasomniac","Sunny Night"
63,"Liad Meir & Ofek Adanek","יוצאת מן הכלל"
64,"AURORA","Runaway"
65,"Ishay Ribo","סדר העבודה"
66,"Young Buta","שחור לבן"
67,"Miri Mesika & גלגלצ","עוף מוזר (מתוך המצעד הישראלי השנתי תשפ''ו)"
68,"Ricchi & Poveri","Sarà Perché Ti Amo"
69,"Stromae","Alors on danse (feat. Erik Hassle)"
70,"Gigi Perez","Sailor Song"
71,"Meir Banai & Eviatar Banai","אבל את"
72,"Harry Styles","Sign of the Times"
73,"Mauvais Djo","Pilé (Gospel)"
74,"Ravyn Lenae","Love Me Not"
75,"Fleetwood Mac","The Chain"
76,"Jaman T","Будь моей"
77,"Chris Norman & Suzi Quatro","Stumblin' In"
78,"DJ Goja, Jason Derulo & Melody","Mi Chico (Jason Derulo x Melody Version)"
79,"&ME & Black Coffee","The Rapture Pt. III"
80,"Billi Royce","AFRAID OF LOVE"
81,"Ella Langley","Be Her"
82,"Bad Bunny","NUEVAYoL"
83,"SABI & MIA BOYKA","Базовый минимум"
84,"مسلم الوائلي","ليل يكضي ويبدي ليل"
85,"Mac Miller","Cinderella (feat. Ty Dolla $ign)"
86,"Mazzy Star","Fade into You"
87,"Taylor Swift","The Fate of Ophelia"
88,"Lola Young","Messy"
89,"Michael Kiwanuka","Cold Little Heart"
90,"Kimo Sounds","Rise Slow"
91,"Alyssa Grace","bloodstream"
92,"Nunu","לילה"
93,"Sting","Shape Of My Heart"
94,"Assala","Assala"
95,"Amir Dadon & גלגלצ","כולם גנבים (חי באולפן גלגלצ)"
96,"Osher Cohen","כולם גנבים"
97,"Shay Hamber","הכל וכלום בבת אחת"
98,"ANOTR & 54 Ultra","Talk To You (ft. 54 Ultra)"
99,"DA TI","Take Me There"
100,"Alex Warren","Ordinary"
101,"DJ.ILHAM & DJ Miro","DIGIDI DIGIDI"
102,"Kimo Sounds","Make It Spectacular"
103,"PIXY","LEGACY"
104,"Iliass","Dauwag (feat. 3robi)"
105,"Sasson Efram Shaulov","נווה הדרים"
106,"Coldplay","Hymn for the Weekend"
107,"DYSTINCT","YAMA"
108,"Yishay Swissa","בוא תגיד שלום"
109,"Darco","Baziman (Mixed)"
110,"Yard Act","You're Gonna Need A Little Music"
111,"Shakira & Burna Boy","Dai Dai"
112,"Akcent","On And On (When the Lights Go Down)"
113,"Orphaned Land","Brother"
114,"Christina Perri","A Thousand Years"
115,"Ravid Plotnik","‏שלווה בארמונותייך"
116,"Peer Tasi","היא לא יודעת למה"
117,"BLOK3 & Poizi","Çok Güzel Gülüyorsun"
118,"Dolly Babe","Pink Blush"
119,"Meir Banai","לך אלי"
120,"Depeche Mode","Enjoy the Silence"
121,"Oasis","Wonderwall"
122,"גאיה שאקי","אם השם ירצה"
123,"El De Las R's","Beretta (De Los Cerros La Escuela)"
124,"Itay Levy","06"
125,"Haiti Babii","Distractions"
126,"Bryan Adams","Heaven"
127,"Olivia Dean","So Easy (To Fall In Love)"
128,"урал гайсин & снялцепи","ты в моих мыслях навсегда"
129,"Roei Adam","אהבת חיי"
130,"SABI & MIA BOYKA","Базовый минимум (Slow Version)"
131,"Odeya","רוצי ילדה"
132,"GIMS & Sting","Reste"
133,"Lasgo","Something"
134,"Infected Mushroom","Becoming Insane"
135,"Joe Dassin","L'été indien"
136,"Yehudit Ravitz & Gidi Gov","באה מאהבה (feat. גידי גוב)"
137,"SIENNA SPIRO","Pure"
138,"Dave & Tems","Raindance"
139,"Ariana Grande","hate that i made you love me"
140,"ARTIK & ASTI","Лампочки"
141,"Benson Boone","Beautiful Things"
142,"Don Miguelo","Y Qué Fue?"
143,"Earth, Wind & Fire","September"
144,"ניר כנען","אוי ואבוי לי"
145,"Ishay Ribo","דרך העושים מאהבה (feat. Zusha)"
146,"Dire Straits","Sultans of Swing"
147,"George Michael","Careless Whisper"
148,"Leonard Cohen","Who By Fire"
149,"Air Supply","All Out of Love"
150,"Nirvana","Smells Like Teen Spirit"
151,"Tove Lo","Talking Body"
152,"Gala","Freed From Desire"
153,"Charly Black","Gyal You a Party Animal"
154,"Sasson Efram Shaulov & Roei Adam","אבי הטחול (מנורה לייב)"
155,"Ben Zur","שבורה מגעגוע"
156,"Gotye","Somebody That I Used to Know (feat. Kimbra)"
157,"Ella Langley","Choosin' Texas"
158,"Keane","Somewhere Only We Know"
159,"Nahide Babashli","Anlasana"
160,"ADÉLA","Ain't In LA"
161,"Lana Del Rey","Cinnamon Girl"
162,"Yogev Glusman & Ninet Tayeb","חוף מבטחים"
163,"Zehavi","Έλα Έλα"
164,"Jeff Buckley","Hallelujah"
165,"El De Las R's & Yng Lvcas","La Cheyenne (Remix)"
166,"R.I.O.","Shine On"
167,"Natalie Merchant","Carnival"
168,"Tame Impala","Let It Happen"
169,"Phil Collins","Another Day In Paradise"
170,"Cloonee, Prospa & Tristan Henry","Good Girl"
171,"Mor","תאהב אותי ככה"
172,"Kim Carnes","Bette Davis Eyes"
173,"Coolio & L.V.","Gangsta's Paradise"
174,"Sherine","Kalam Eneih"
175,"Odeya","נמשכת לעצמי"
176,"The Alan Parsons Project","Eye in the Sky"
177,"Jeanette","Porqué Te Vas?"
178,"Fleetwood Mac","Dreams"
179,"JAŸ-Z","03' Bonnie & Clyde (feat. Beyoncé Knowles)"
180,"Bonnie Tyler","Total Eclipse of the Heart"
181,"Led Zeppelin","Stairway to Heaven"
182,"Zaid Khaled & Ahmed Diaa","Khatem"
183,"Guy Gerber","Leave Me (Darco Remix)"
184,"Odeya","עשר רמות מעליו"
185,"RÜFÜS DU SOL","Innerbloom"
186,"Berry Sakharof","שיר חדש"
187,"Dudu Tassa","הגולה"
188,"Journey","Don't Stop Believin'"
189,"Udi Damari","ניגון תפילה"
190,"Evanescence","Bring Me To Life"
191,"Bad Bunny","Tití Me Preguntó"
192,"The Goo Goo Dolls","Iris"
193,"The Killers","Mr. Brightside"
194,"Pixies","Where Is My Mind?"
195,"Osher Cohen","אהבה"
196,"Fontaines D.C.","Starburster"
197,"Katy Perry","The One That Got Away"
198,"Bad Bunny","DtMF"
199,"Anne-Marie David","Tu te reconnaîtras"
200,"Cheb Rezki","Ana Al Ghaltane"
