
"Tuesday, 22 September 2026 [performance over the past 7 days]"
Rank,Artist,Title
104,"Itay Levy","06"
105,"Lola Young","Messy"
106,"The Alan Parsons Project","Old And Wise"
107,"Marco","Niente Regole"
108,"Agam Buhbut","חמישי"
109,"Orphaned Land","Brother"
110,"Gotye","Somebody That I Used to Know (feat. Kimbra)"
111,"Don Miguelo","Y Qué Fue?"
112,"Olivia Dean","So Easy (To Fall In Love)"
113,"Ricchi & Poveri","Sarà Perché Ti Amo"
114,"Gala","Freed From Desire"
115,"Bryan Adams","Heaven"
116,"Odeya","נמשכת לעצמי"
117,"Sasson Efram Shaulov & Roei Adam","אבי הטחול (מנורה לייב)"
118,"Harry Styles","Sign of the Times"
119,"Odeya","רוצי ילדה"
120,"Assala","Assala"
121,"Proyecto Uno","Tiburon"
122,"Shifter!","Cold Shoulder"
123,"JAŸ-Z","03' Bonnie & Clyde (feat. Beyoncé Knowles)"
124,"Bruno Mars","Risk It All"
125,"Ofer Levi","מאוהב בגשם"
126,"Tove Lo","Talking Body"
127,"AURORA","Runaway"
128,"Roei Adam","אהבת חיי"
129,"Alyssa Grace","bloodstream"
130,"Iliass","Dauwag (feat. 3robi)"
131,"&ME & Black Coffee","The Rapture Pt. III"
132,"The Avihu Pinhasov Rhythm Club","מצילה אותי"
133,"Cheb Rezki","Ana Al Ghaltane"
134,"Rita & Osher Cohen","מחכה + איפה אתה (מתוך חזרות למופע NEXT)"
135,"Bee Gees","Tragedy"
136,"Odeya","בן אדם"
137,"Darco","Baziman (Mixed)"
138,"Daryl Hall & John Oates","Maneater"
139,"Itay Levy","08"
140,"Justin Bieber","Beauty and a Beat (feat. Nicki Minaj)"
141,"Olivia Rodrigo","stupid song"
142,"Robert Miles","Children"
143,"Oasis","Don't Look Back In Anger"
144,"David Guetta, Bebe Rexha & J Balvin","Say My Name"
145,"Billy Idol","Eyes Without A Face"
146,"Ishay Ribo","דרך העושים מאהבה (feat. Zusha)"
147,"Shakira & Burna Boy","Dai Dai"
148,"Bad Bunny","Tití Me Preguntó"
149,"Gigi Perez","Sailor Song"
150,"Phil Collins","Another Day In Paradise"
151,"Dudu Tassa","הגולה"
152,"Peer Tasi","מה יהיה מחר"
153,"Rasko","די באד"
154,"DJ Goja, Jason Derulo & Melody","Mi Chico (Jason Derulo x Melody Version)"
155,"Evanescence","Bring Me To Life"
156,"Fat Papi & prodshushy","FREAKED OUT"
157,"Charly Black","Gyal You a Party Animal"
158,"Sheygets","שלום לך ארץ נהדרת"
159,"урал гайсин & снялцепи","ты в моих мыслях навсегда"
160,"Liel Nahtom","שערי שמים פתח"
161,"Mor","תאהב אותי ככה"
162,"Malcolm Todd","Obsessica"
163,"Aitch","RMB (Ring My Bell)"
164,"Metallica","The Unforgiven"
165,"Omer Adam","ריו דה ז'נרו"
166,"Lana Del Rey","Cinnamon Girl"
167,"ARTIK & ASTI","Лампочки"
168,"Miguel","Sure Thing"
169,"Plain White T's","Hey There Delilah"
170,"M83","Outro"
171,"Shay Hamber","הכל וכלום בבת אחת"
172,"Offer Nissim","Everybody Needs a Man (feat. Maya Simantov)"
173,"Michael Kiwanuka","Cold Little Heart"
174,"Chris Norman & Suzi Quatro","Stumblin' In"
175,"Tame Impala","Let It Happen"
176,"Mor","אולפנה של צביה"
177,"Nunu","לילה"
178,"4 Non Blondes","What's Up?"
179,"Taylor Swift","The Fate of Ophelia"
180,"Ariana Grande","hate that i made you love me"
181,"הגר יפת","אתה חי בחלום"
182,"Christina Perri","Arms"
183,"Aventura","Obsesión"
184,"Miyagi & Andy Panda","Kosandra"
185,"Lady Gaga & Bruno Mars","Die With A Smile"
186,"Yonatan Razel","שערי שמיים & אבינו מלכנו"
187,"Yehudit Ravitz & Gidi Gov","באה מאהבה (feat. גידי גוב)"
188,"PIXY","LEGACY"
189,"Udi Damari","ניגון תפילה"
190,"Prospa & Cloonee","Free Your Mind"
191,"Josie Katz","אני סולחת"
192,"BLOK3 & Poizi","Çok Güzel Gülüyorsun"
193,"Jeff Buckley","Hallelujah"
194,"Lord Huron","The Night We Met"
195,"Burak Bulut & Ebru Yaşar","Kehribar"
196,"Ella Langley","Be Her"
197,"SIENNA SPIRO","Pure"
198,"Gerry Rafferty","Baker Street"
199,"Teddy Swims","Lose Control"
200,"Eden Ben Zaken","רולקס וקסקט"
