
"Monday, 21 September 2026 [performance over the past 7 days]"
Rank,Artist,Title
106,"Ariana Grande","hate that i made you love me"
107,"Marco","Niente Regole"
108,"Sting","Shape Of My Heart"
109,"Zaid Khaled & Ahmed Diaa","Khatem"
110,"Don Miguelo","Y Qué Fue?"
111,"Odeya","נמשכת לעצמי"
112,"Proyecto Uno","Tiburon"
113,"Chris Norman & Suzi Quatro","Stumblin' In"
114,"Leonard Cohen","Who By Fire"
115,"Odeya","רוצי ילדה"
116,"JAŸ-Z","03' Bonnie & Clyde (feat. Beyoncé Knowles)"
117,"Roei Adam","אהבת חיי"
118,"Olivia Dean","So Easy (To Fall In Love)"
119,"El De Las R's","Beretta (De Los Cerros La Escuela)"
120,"Darco","Baziman (Mixed)"
121,"Tove Lo","Talking Body"
122,"Taylor Swift","The Fate of Ophelia"
123,"Gala","Freed From Desire"
124,"Orphaned Land","Brother"
125,"The Alan Parsons Project","Old And Wise"
126,"Agam Buhbut","חמישי"
127,"Sasson Efram Shaulov & Roei Adam","אבי הטחול (מנורה לייב)"
128,"Sasson Efram Shaulov","נווה הדרים"
129,"Ofer Levi","מאוהב בגשם"
130,"Benson Boone","Beautiful Things"
131,"Bryan Adams","Heaven"
132,"Itay Levy","08"
133,"Ishay Ribo","דרך העושים מאהבה (feat. Zusha)"
134,"&ME & Black Coffee","The Rapture Pt. III"
135,"Daryl Hall & John Oates","Maneater"
136,"Bruno Mars","Risk It All"
137,"Ricchi & Poveri","Sarà Perché Ti Amo"
138,"USHER","Yeah! (feat. Lil Jon & Ludacris)"
139,"Cheb Rezki","Ana Al Ghaltane"
140,"Cascada","Everytime We Touch"
141,"Lord Huron","The Night We Met"
142,"The Avihu Pinhasov Rhythm Club","מצילה אותי"
143,"Odeya","בן אדם"
144,"Ella Langley","Be Her"
145,"Justin Bieber","Beauty and a Beat (feat. Nicki Minaj)"
146,"Dudu Tassa","הגולה"
147,"Olivia Rodrigo","stupid song"
148,"Gotye","Somebody That I Used to Know (feat. Kimbra)"
149,"הגר יפת","אתה חי בחלום"
150,"Bee Gees","Tragedy"
151,"David Guetta, Bebe Rexha & J Balvin","Say My Name"
152,"урал гайсин & снялцепи","ты в моих мыслях навсегда"
153,"DJ Goja, Jason Derulo & Melody","Mi Chico (Jason Derulo x Melody Version)"
154,"Omer Adam","ריו דה ז'נרו"
155,"Oasis","Don't Look Back In Anger"
156,"Bad Bunny","Tití Me Preguntó"
157,"La Bouche","Be My Lover"
158,"Bar Tzabari","ככה באמת"
159,"Charly Black","Gyal You a Party Animal"
160,"Regina","Day By Day (Ghosts Radio Edit)"
161,"Bad Bunny","DtMF"
162,"Rasko","די באד"
163,"Evanescence","Bring Me To Life"
164,"Iliass","Dauwag (feat. 3robi)"
165,"Gigi Perez","Sailor Song"
166,"Nunu","לילה"
167,"Assala","Assala"
168,"AURORA","Runaway"
169,"Harry Styles","Sign of the Times"
170,"Malcolm Todd","Obsessica"
171,"Miguel","Sure Thing"
172,"Billy Idol","Eyes Without A Face"
173,"Eden Ben Zaken","רולקס וקסקט"
174,"Liel Nahtom","שערי שמים פתח"
175,"Aitch","RMB (Ring My Bell)"
176,"Alyssa Grace","bloodstream"
177,"ADÉLA","Ain't In LA"
178,"Berry Sakharof","שיר חדש"
179,"Burak Bulut & Ebru Yaşar","Kehribar"
180,"Ben Zur","אישתי"
181,"Fat Papi & prodshushy","FREAKED OUT"
182,"Rita & Osher Cohen","מחכה + איפה אתה (מתוך חזרות למופע NEXT)"
183,"sombr","back to friends"
184,"Mor","תאהב אותי ככה"
185,"Mor","אולפנה של צביה"
186,"Lana Del Rey","Cinnamon Girl"
187,"Sheygets","שלום לך ארץ נהדרת"
188,"M83","Outro"
189,"Yonatan Razel","שערי שמיים & אבינו מלכנו"
190,"Shay Hamber","הכל וכלום בבת אחת"
191,"Offer Nissim","Everybody Needs a Man (feat. Maya Simantov)"
192,"Guy Gerber","Leave Me (Darco Remix)"
193,"Prospa & Cloonee","Free Your Mind"
194,"The Killers","Mr. Brightside"
195,"Katy Perry","The One That Got Away"
196,"Quavo & Takeoff","HOTEL LOBBY (Unc & Phew) [A COLORS SHOW]"
197,"Aventura","Obsesión"
198,"Plain White T's","Hey There Delilah"
199,"Miyagi & Andy Panda","Kosandra"
200,"Noodah05","Around Me"
