
"Thursday, 27 August 2026 [performance over the past 7 days]"
Rank,Artist,Title
72,"Bad Bunny","BAILE INoLVIDABLE"
73,"Sasson Efram Shaulov & Roei Adam","אבי הטחול (מנורה לייב)"
74,"Stromae","Alors on danse (feat. Erik Hassle)"
75,"Ravyn Lenae","Love Me Not"
76,"Bar Tzabari & Shuli Rand","המלך בשדה"
77,"DJ Goja, Jason Derulo & Melody","Mi Chico (Jason Derulo x Melody Version Slowed Down)"
78,"Alon Eder","מילים אהבה ויין"
79,"Sarit Hadad","אלה"
80,"Don Miguelo","Y Qué Fue?"
81,"Alyssa Grace","bloodstream"
82,"Ariana Grande","hate that i made you love me"
83,"Gigi Perez","Sailor Song"
84,"Hello Vera, ASLN & תמר ריילי","Aah W Noss (Cover)"
85,"Bronski Beat","Smalltown Boy"
86,"P!nk","Just Give Me a Reason (feat. Nate Ruess)"
87,"HUGEL, LaBritney & Mili","Stay Sexy"
88,"Itay Levy","03"
89,"Kyla & Crazy Cousinz","Do You Mind (Crazy Cousinz Remix) [Mixed]"
90,"Jonas Blue & Malive","Edge of Desire"
91,"Prospa & Cloonee","Free Your Mind"
92,"Marwan Pablo, Lege-Cy & HatemBas","Shoft Kalam"
93,"BLOK3 & Poizi","Çok Güzel Gülüyorsun"
94,"Bad Bunny","Tití Me Preguntó"
95,"Odeya","עשר רמות מעליו"
96,"Cheb Rezki","Ana Al Ghaltane (Brut)"
97,"Dudu Tassa","בית ביפו"
98,"Guy Gerber","Leave Me (Darco Remix)"
99,"Empire Of The Sun","We Are The People"
100,"Itay Levy","08"
101,"Mazzy Star","Fade into You"
102,"Lola Young","Messy"
103,"Full Trunk & Ninet Tayeb","נגנב ממך"
104,"Roei Adam","אהבת חיי"
105,"Olivia Rodrigo","stupid song"
106,"DJ.ILHAM","DIGIDI DIGIDI"
107,"Kanye West","Runaway (feat. Pusha T)"
108,"Eden Ben Zaken","לופ שלא נגמר"
109,"El De Las R's","Beretta (De Los Cerros La Escuela)"
110,"Mor","תאהב אותי ככה"
111,"Miyagi & Эндшпиль","I Got Love (feat. Рем Дигга)"
112,"Plain White T's","Hey There Delilah"
113,"Yuval Dayan","לא להרגיש כלל"
114,"Amy Macdonald","This Is The Life"
115,"Gracie Abrams","Hit the Wall"
116,"Ma'ayan Shaked & David Ben Basat","שיר געגוע"
117,"KAROL G","Si Antes Te Hubiera Conocido"
118,"SIENNA SPIRO","Pure"
119,"Hila Ruach","טבע"
120,"Eden Ben Zaken & Nadav Hanzis","אלף חרבות"
121,"Men At Work","Down Under"
122,"Tame Impala","Let It Happen"
123,"LENNSKO","panzerknacker.wav"
124,"SABI & MIA BOYKA","Базовый минимум"
125,"Tove Lo","Talking Body"
126,"גאיה שאקי","אם השם ירצה"
127,"Bruno Mars","Risk It All"
128,"The Idan Raichel Project","לילה לא רגוע"
129,"Bad Bunny","DtMF"
130,"Benson Boone","Beautiful Things"
131,"&ME & Black Coffee","The Rapture Pt. III"
132,"Alex Warren","FEVER DREAM"
133,"Justin Bieber","Beauty and a Beat (feat. Nicki Minaj)"
134,"JAŸ-Z","03' Bonnie & Clyde (feat. Beyoncé Knowles)"
135,"Chris Isaak","Wicked Game"
136,"The Avihu Pinhasov Rhythm Club","מצילה אותי"
137,"Lucenzo","Danza Kuduro (feat. Don Omar)"
138,"Mauvais Djo","Maladie"
139,"Yogev Glusman & Sarai Zak Levi","גיטרה וכינור (מיוחד לכאן 88)"
140,"Liam Golan","7 לילות"
141,"Hozier","Take Me to Church"
142,"Dire Straits","Your Latest Trick"
143,"Depeche Mode","Enjoy the Silence"
144,"M83","Outro"
145,"Shuli Rand","לב לבן"
146,"LOVIXX & STOSLIV","dont tell your dreams to everybody"
147,"The Temper Trap","Sweet Disposition"
148,"Adam Ten & Asulin","Warawara"
149,"Ricky Rich & ARAM Mafia","Habibi"
150,"sombr","back to friends"
151,"Mac Miller","Cinderella (feat. Ty Dolla $ign)"
152,"Sasson Efram Shaulov","נווה הדרים"
153,"Kimo Sounds","Make It Spectacular"
154,"CamelPhat & Volkoder","Unique Moment"
155,"Ben Zur","אישתי"
156,"The Voice Israel & ניר קרמזין","Arcade"
157,"Julio Iglesias","When You Tell Me That You Love Me"
158,"Olivia Dean","So Easy (To Fall In Love)"
159,"Sean Paul featuring Keyshia Cole","(When You Gonna) Give It Up to Me [Radio Version] [feat. Keyshia Cole]"
160,"AURORA","Runaway"
161,"Ben Zur","הוויה"
162,"KITSCHKRIEG, Blumengarten & Shirin David","Gut Genug (mit Blumengarten & Shirin David)"
163,"Issouf Manem yam","Valhalla Calling"
164,"Bonnie Tyler","Total Eclipse of the Heart"
165,"Michael Kiwanuka","Cold Little Heart"
166,"Odeya","את לא יודעת כמה שאני אוהב אותך"
167,"Lana Del Rey","Cinnamon Girl"
168,"Michael Jackson","Don't Stop 'Til You Get Enough"
169,"Shimza, AR/CO & Kasango","Fire Fire"
170,"Post Malone & Swae Lee","Sunflower (Spider-Man: Into the Spider-Verse)"
171,"Miyagi & Andy Panda","Kosandra"
172,"Bubby.m","איזה עולם מקולקל (feat. Mirin) [Live 2026 - Imaginary Tour]"
173,"Dominic Fike","Babydoll"
174,"The Second Voice","LET ME BE"
175,"Fleetwood Mac","The Chain"
176,"Electric Light Orchestra","Last Train to London"
177,"Alex Warren","Ordinary"
178,"SIENNA SPIRO","Die On This Hill"
179,"Olivia Rodrigo","favorite crime"
180,"RÜFÜS DU SOL","Innerbloom"
181,"Nadav Hanzis","אהבה ראשונה"
182,"The Alan Parsons Project","Eye in the Sky"
183,"Bee Gees","Stayin' Alive"
184,"Omri Smadar & Jenia Tarsol","Lose Your Soul (feat. Nona Choir)"
185,"Edward Maya & Vika Jigulina","Stereo Love"
186,"Zehavi & Zehava Ben","Ya Mama Ya Baba"
187,"Vanco","Ma Tnsani (Yalla Habibi) [feat. AYA]"
188,"Tems","Me & U"
189,"Sting","Shape Of My Heart"
190,"Jaman T","Будь моей"
191,"Oasis","Wonderwall"
192,"Foreigner","I Want To Know What Love Is (Remastered)"
193,"Rihanna","Don't Stop The Music"
194,"Agam Buhbut","המבט בעיניך"
195,"MoBlack, Wail Bouri & Emmanuel Jal","Beledna"
196,"הגר יפת","אתה חי בחלום"
197,"Ziyad Alqadhi","Alein Bel Ein"
198,"Samsara & MetaBoy","Tiki Taka"
199,"Ben Zur","אהבת השם"
200,"Ella Langley","Choosin' Texas"
