
"Friday, 4 September 2026 [performance over the past 7 days]"
Rank,Artist,Title
142,"Lana Del Rey","Cinnamon Girl"
143,"Mor","תאהב אותי ככה"
144,"Peer Tasi","שיר האותיות"
145,"Train","50 Ways to Say Goodbye"
146,"Faouzia","UNETHICAL"
147,"George Michael","Careless Whisper"
148,"KAROL G","Si Antes Te Hubiera Conocido"
149,"Omri Smadar & Jenia Tarsol","Lose Your Soul (feat. Nona Choir)"
150,"Toto","Africa"
151,"Sean Paul featuring Keyshia Cole","(When You Gonna) Give It Up to Me [Radio Version] [feat. Keyshia Cole]"
152,"Monica Sex","כישוף נגדי"
153,"Bad Bunny","Tití Me Preguntó"
154,"Dudu Tassa","בית ביפו"
155,"Shift to Abundance","Mirror To Magic"
156,"Bronski Beat","Smalltown Boy"
157,"Guy Gerber","Leave Me (Darco Remix)"
158,"HUGEL, LaBritney & Mili","Stay Sexy"
159,"The Goo Goo Dolls","Iris"
160,"DA TI","Take Me There"
161,"Timeflies","Undress Rehearsal"
162,"Kyla & Crazy Cousinz","Do You Mind (Crazy Cousinz Remix) [Mixed]"
163,"Young Buta","סוד הנעורים"
164,"The Voice Israel, תאיר עמרם שמואל & Osher Cohen","לילות בבית"
165,"Cutting Crew","(I Just) Died In Your Arms"
166,"Afrosound","Mar de Emociones"
167,"CamelPhat & Volkoder","Unique Moment"
168,"Noam Kleinstein & גלגלצ","06 (חי באולפן גלגלצ)"
169,"Prince & The Revolution","Purple Rain"
170,"Earth, Wind & Fire","September"
171,"Dolly Parton","Coat of Many Colors"
172,"גאיה שאקי","אם השם ירצה"
173,"Alex Warren","Ordinary"
174,"Hamo El Morshedy","عيال جديدة لانج"
175,"Michael Kiwanuka","Cold Little Heart"
176,"Jaman T","Будь моей"
177,"Bubby.m","איזה עולם מקולקל (feat. Mirin) [Live 2026 - Imaginary Tour]"
178,"Hermes House Band","The Rhythm Of The Night"
179,"KAROL G, rusowsky & Judeline","BbY WOW"
180,"Bruno Mars","Runaway Baby"
181,"Aventura","Obsesión"
182,"Gigi Perez","Sailor Song"
183,"Mauvais Djo","Maladie"
184,"Lord Huron","The Night We Met"
185,"Eden Ben Zaken","לופ שלא נגמר"
186,"Tove Lo","Talking Body"
187,"Nunu","לילה"
188,"Jonas Blue & Malive","Edge of Desire"
189,"Benson Boone","Beautiful Things"
190,"Keren Levi & Zula Members","Tshuva Laahava"
191,"The White Stripes","Jolene (Live)"
192,"Jorda, Fernandez & DJ SOLO","wtf am i gonna do with lemons"
193,"Sasson Efram Shaulov","נווה הדרים"
194,"Noa Kirel","לאב סונג"
195,"Miyagi & Andy Panda","Kosandra"
196,"El De Las R's","La Cheyenne"
197,"4 Non Blondes","What's Up?"
198,"Ben Zur","הוויה"
199,"Billy Idol","Eyes Without A Face"
200,"EMIN & JONY","Камин"
