
"Tuesday, 25 August 2026 [performance over the past 7 days]"
Rank,Artist,Title
69,"Darco","Baziman (Mixed)"
70,"Bruno Mars","Risk It All"
71,"Ofer Levi","מאוהב בגשם"
72,"Stromae","Alors on danse (feat. Erik Hassle)"
73,"Yuval Dayan","לא להרגיש כלל"
74,"Ma'ayan Shaked & David Ben Basat","שיר געגוע"
75,"Prospa & Cloonee","Free Your Mind"
76,"Sister Nancy","Bam Bam"
77,"Tame Impala","Dracula"
78,"Itay Levy","03"
79,"Odeya","עשר רמות מעליו"
80,"P!nk","Just Give Me a Reason (feat. Nate Ruess)"
81,"Ricky Rich & ARAM Mafia","Habibi"
82,"Hello Vera, ASLN & תמר ריילי","Aah W Noss (Cover)"
83,"DJ Goja, Jason Derulo & Melody","Mi Chico (Jason Derulo x Melody Version Slowed Down)"
84,"The Idan Raichel Project","לילה לא רגוע"
85,"Ella Langley","Choosin' Texas"
86,"El De Las R's","Beretta (De Los Cerros La Escuela)"
87,"Monica Sex","כישוף נגדי"
88,"Kyla & Crazy Cousinz","Do You Mind (Crazy Cousinz Remix) [Mixed]"
89,"Hila Ruach","טבע"
90,"Cheb Rezki","Ana Al Ghaltane (Brut)"
91,"Roei Adam","אהבת חיי"
92,"Guy Gerber","Leave Me (Darco Remix)"
93,"Plain White T's","Hey There Delilah"
94,"Dudu Tassa","בית ביפו"
95,"Gigi Perez","Sailor Song"
96,"Miyagi & Эндшпиль","I Got Love (feat. Рем Дигга)"
97,"The Avihu Pinhasov Rhythm Club","מצילה אותי"
98,"Bronski Beat","Smalltown Boy"
99,"&ME & Black Coffee","The Rapture Pt. III"
100,"Benaia Barabi","לילה טוב"
101,"Itay Levy","08"
102,"Sean Paul featuring Keyshia Cole","(When You Gonna) Give It Up to Me [Radio Version] [feat. Keyshia Cole]"
103,"Liam Golan","7 לילות"
104,"JAŸ-Z","03' Bonnie & Clyde (feat. Beyoncé Knowles)"
105,"KAROL G","Si Antes Te Hubiera Conocido"
106,"Dave & Tems","Raindance"
107,"Sasson Efram Shaulov","נווה הדרים"
108,"Marwan Pablo, Lege-Cy & HatemBas","Shoft Kalam"
109,"Mac Miller","Cinderella (feat. Ty Dolla $ign)"
110,"LENNSKO","panzerknacker.wav"
111,"Jonas Blue & Malive","Edge of Desire"
112,"Alyssa Grace","bloodstream"
113,"Amy Macdonald","This Is The Life"
114,"Justin Bieber","Beauty and a Beat (feat. Nicki Minaj)"
115,"DJ.ILHAM","DIGIDI DIGIDI"
116,"Kanye West","Runaway (feat. Pusha T)"
117,"Lucenzo","Danza Kuduro (feat. Don Omar)"
118,"Gloria Gaynor","I Will Survive"
119,"Ricchi & Poveri","Sarà Perché Ti Amo"
120,"Zehavi & Zehava Ben","Ya Mama Ya Baba"
121,"SIENNA SPIRO","Die On This Hill"
122,"Samsara & MetaBoy","Tiki Taka"
123,"Mor","תאהב אותי ככה"
124,"KITSCHKRIEG, Blumengarten & Shirin David","Gut Genug (mit Blumengarten & Shirin David)"
125,"Osher Cohen","דאון"
126,"HUGEL, LaBritney & Mili","Stay Sexy"
127,"Christina Perri","A Thousand Years"
128,"Mazzy Star","Fade into You"
129,"RÜFÜS DU SOL","Innerbloom"
130,"Tove Lo","Talking Body"
131,"The xx","Intro"
132,"Young Madz & MC Zudo Boladão","Party Funk"
133,"Yogev Glusman & Sarai Zak Levi","גיטרה וכינור (מיוחד לכאן 88)"
134,"Bonnie Tyler","Total Eclipse of the Heart"
135,"Edward Maya & Vika Jigulina","Stereo Love"
136,"Alex Warren","FEVER DREAM"
137,"Bubby.m","איזה עולם מקולקל (feat. Mirin) [Live 2026 - Imaginary Tour]"
138,"Tems","Me & U"
139,"גל ג'ומה & Asulin","זהרה"
140,"Mauvais Djo","Maladie"
141,"LOVIXX","dont tell your dreams to everybody around"
142,"הגר יפת","אתה חי בחלום"
143,"M83","Outro"
144,"Eden Ben Zaken & Nadav Hanzis","אלף חרבות"
145,"Mecano","Figlio della luna"
146,"Jaman T","Будь моей"
147,"TUL8TE","Garee2a Awy - A COLORS SHOW"
148,"Issouf Manem yam","Valhalla Calling"
149,"Sting","Shape Of My Heart"
150,"Tame Impala","Let It Happen"
151,"sombr","back to friends"
152,"Shuli Rand","לב לבן"
153,"Hozier","Take Me to Church"
154,"Shimza, AR/CO & Kasango","Fire Fire"
155,"Pixies","Where Is My Mind?"
156,"Full Trunk","אין מילים איתך"
157,"Benson Boone","Beautiful Things"
158,"Olivia Dean","So Easy (To Fall In Love)"
159,"CamelPhat & Volkoder","Unique Moment"
160,"LOVIX & STOSLV","Don't tell your dreams"
161,"Men At Work","Down Under"
162,"Phil Collins","In the Air Tonight"
163,"The Temper Trap","Sweet Disposition"
164,"Michel Fugain & Le Big Bazar","Une belle histoire"
165,"Gala","Freed From Desire"
166,"Nirvana","Smells Like Teen Spirit"
167,"HVMBLE","KEEP ME IN PIECES (feat. CHER!SH)"
168,"SABI & MIA BOYKA","Базовый минимум"
169,"West Code","Alone"
170,"MoBlack, Wail Bouri & Emmanuel Jal","Beledna"
171,"Miyagi & Andy Panda","Kosandra"
172,"LOVIXX & STOSLIV","dont tell your dreams to everybody"
173,"Steve Miller Band","Serenade"
174,"Maor","במקום אחר (לב העיר)"
175,"George Michael","Careless Whisper"
176,"Bad Bunny","DtMF"
177,"Alex Warren","Ordinary"
178,"Vanco","Ma Tnsani (Yalla Habibi) [feat. AYA]"
179,"The Second Voice","LET ME BE"
180,"Ben Zur","אישתי"
181,"Coolio & L.V.","Gangsta's Paradise"
182,"Lola Young","Messy"
183,"Taylor Swift","The Fate of Ophelia"
184,"Tears for Fears","Everybody Wants To Rule The World"
185,"Lana Del Rey","Cinnamon Girl"
186,"Ben Zur","הוויה"
187,"Keane","Somewhere Only We Know"
188,"Olivia Rodrigo","favorite crime"
189,"Teddy Swims","Lose Control"
190,"Chris Isaak","Wicked Game"
191,"Itay Levy & Sasson Efram Shaulov","חוזר אלייך"
192,"Post Malone & Swae Lee","Sunflower (Spider-Man: Into the Spider-Verse)"
193,"DA TI","Take Me There"
194,"נווה לוי","רק בן אדם"
195,"Years Around the Sun","Miles Away (Acoustic Edit)"
196,"Bad Bunny","Tití Me Preguntó"
197,"SIENNA SPIRO","Material Lover (from The Devil Wears Prada 2 Original Motion Picture)"
198,"Michael Jackson","Don't Stop 'Til You Get Enough"
199,"Orezi & Sheebah","Sweet Sensation"
200,"Agam Buhbut","השמפניות והמאניות"
